index,artist,country,genre,gender,group_size,debut_album_year,track_name,uri,image_uri,song_uri,song_image_uri,embedded_track
747,Wallows,us,Alternative,m,3,2019,Are You Bored Yet? (feat. Clairo),spotify:artist:0NIPkIjTV8mB795yEIiPYL,https://i.scdn.co/image/ab6761610000e5ebc83bf2d64390a022f70674e1,https://p.scdn.co/mp3-preview/7149829d4c4645d0d4d7c9b13285879d68042a72?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27384feca0133d9a8e6539a8325,https://open.spotify.com/embed/track/57RA3JGafJm5zRtKJiKPIm
748,Yusuf / Cat Stevens,gb,Folk,m,1,1967,Wild World,spotify:artist:08F3Y3SctIlsOEmKd6dnH8,https://i.scdn.co/image/ab6761610000e5ebcff97c36c1d9a2a1d421966c,https://p.scdn.co/mp3-preview/239455cdf5e6cc6d9c0aa2c93e2d908bf6425005?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e7248738c2f7ce3b5584b15d,https://open.spotify.com/embed/track/7mjSHL2Eb0kAwiKbvNNyD9
749,Ferrugem,br,Latin,m,1,2015,Ela - Ao Vivo,spotify:artist:5ZfBThYiIIhL7jHMG8gDB2,https://i.scdn.co/image/ab6761610000e5ebc5e367556968e157efd3c469,https://p.scdn.co/mp3-preview/91e0acf0188bed881751d3cee7f63700cb0c2701?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27351ef5a862e48d1bd2b364d27,https://open.spotify.com/embed/track/1kWcd9h9HoeXsKaDVhSOtj
750,Santana,us,Rock,m,6,1969,Maria Maria (feat. The Product G&B),spotify:artist:6GI52t8N5F02MxU0g5U69P,https://i.scdn.co/image/ab6761610000e5eb09882b1b7b33732abd60fc38,https://p.scdn.co/mp3-preview/aeca3af8544ab78fef1485a06e5542b65ce00d66?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27305517e4e2defded1e818d3d0,https://open.spotify.com/embed/track/567UAkWoLBqZ709s3Qcbze
751,Keshi,us,R&B,m,1,2022,UNDERSTAND,spotify:artist:3pc0bOVB5whxmD50W79wwO,https://i.scdn.co/image/ab6761610000e5ebd969cf117d0b0d4424bebdc5,https://p.scdn.co/mp3-preview/4562c9ada42ac9643e24726771bc4c7677138885?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27319aff2da63b211d75341e8eb,https://open.spotify.com/embed/track/72sfmdpuO5r8cBDgs7MqZZ
752,The White Stripes,us,Rock,x,2,1999,Seven Nation Army,spotify:artist:4F84IBURUo98rz4r61KF70,https://i.scdn.co/image/ab6761610000e5eb70cc06de8fc28226d4743cd9,https://p.scdn.co/mp3-preview/eca519f0a85862d9510d57d59df557081d375e3a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a69f71a8794e2d867a52f98f,https://open.spotify.com/embed/track/3dPQuX8Gs42Y7b454ybpMR
753,Red Velvet,kr,Pop,f,5,2015,Psycho,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,https://i.scdn.co/image/ab6761610000e5eb5bf330a57b9dcffd8f7b2c14,https://p.scdn.co/mp3-preview/786146ba24ff84e70da6021c141b1ddd843a6fc0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273df5022bdf1ac4bf52135c4be,https://open.spotify.com/embed/track/3CYH422oy1cZNoo0GTG1TK
754,Chayanne,pr,Pop,m,1,1984,Bailando Bachata,spotify:artist:1JbemQ1fPt2YmSLjAFhPBv,https://i.scdn.co/image/ab6761610000e5ebcfa5421bfe01fa7eea6308fe,https://p.scdn.co/mp3-preview/1fc71bd2cbdf64f3f1500197a82dc5899045c5c9?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27372b43473e1225b5dd53edd0a,https://open.spotify.com/embed/track/2dK99lWPkBVwNen6gK1AtI
755,Blondie,us,Rock,x,5,1976,Call Me,spotify:artist:4tpUmLEVLCGFr93o8hFFIB,https://i.scdn.co/image/ab6761610000e5eb67dc4da82c968767d994f3c3,https://p.scdn.co/mp3-preview/f546cbf9e1e2b113ba7cc27392da73742960b69f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27313cbe3e4dfa81fe5b91f2f1c,https://open.spotify.com/embed/track/7HKxTNVlkHsfMLhigmhC0I
756,Rvssian,jm,Hip Hop,m,1,2016,Nostálgico,spotify:artist:1fctva4kpRbg2k3v7kwRuS,https://i.scdn.co/image/ab6761610000e5eb5c47f60fa25bac61049892c8,https://p.scdn.co/mp3-preview/356f47121298bd6606c82c7c06135f0fef2044f4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273006cb8a368b174bbef547df1,https://open.spotify.com/embed/track/2BEcap3xJtmiPaHKyfQi4e
757,Grupo Menos é Mais,br,Latin,m,5,2019,Lapada Dela - Ao Vivo,spotify:artist:6vTqEFbTtTRJsuIpzZgjxi,https://i.scdn.co/image/ab6761610000e5eb1af1e78b9b08788e08ee27ae,https://p.scdn.co/mp3-preview/75cb8a653d87126b81223eb3b0d9438805915f1e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27351e655c934f5bed04f867335,https://open.spotify.com/embed/track/4f0aDk7HX37SfzerfznYlr
758,Fergie,us,Pop,f,1,2006,Big Girls Don't Cry (Personal),spotify:artist:3r17AfJCCUqC9Lf0OAc73G,https://i.scdn.co/image/ab6761610000e5eb1fd1c6d465e03a904d63c9b5,https://p.scdn.co/mp3-preview/4bd9956e609b48b23ce45985318171d0d4ddef57?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730283b8c1365d34315f5807bf,https://open.spotify.com/embed/track/4AniPkv5vgdE1n6VKreiyI
759,Yuridia,mx,Pop,f,1,2005,Qué Agonía,spotify:artist:5B8ApeENp4bE4EE3LI8jK2,https://i.scdn.co/image/ab6761610000e5eb6104543961b063291ac0f6f0,https://p.scdn.co/mp3-preview/5576fde4795672bfa292bbf58adf0f9159af0be3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732e9425d8413217cc2942cacf,https://open.spotify.com/embed/track/4H6o1bxKRGzmsE0vzo968m
760,Alex Rose,pr,Latin,m,1,2019,Toda - Remix,spotify:artist:2DspEsT7UXGKd2VaaedgG4,https://i.scdn.co/image/ab6761610000e5ebe1acf7ad58706bf65696507b,https://p.scdn.co/mp3-preview/51d496e8d53059179863411b06ed2431ca2be92a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273524c314850db54b424e7404e,https://open.spotify.com/embed/track/5kCoykriGdZhWMlm9vrtQI
761,Rage Against The Machine,us,Metal,m,4,1992,Killing In The Name,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,https://i.scdn.co/image/ab6761610000e5ebda4bd2b213cae330e2a4a901,https://p.scdn.co/mp3-preview/998d3604b68754c11bc0a9af64291ac1f91fb0d8?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27354ab617bc2d4974ab6ffbece,https://open.spotify.com/embed/track/59WN2psjkt1tyaxjspN8fp
762,Kevin Kaarl,mx,Pop,m,1,2019,San Lucas,spotify:artist:6OBGbSaBUvQtk9wpQfDbOE,https://i.scdn.co/image/ab6761610000e5eb1b3c5bc46a9af36b766a5c82,https://p.scdn.co/mp3-preview/76122f5be108e332e64bd8e519a87d5c288848e4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2733e4b5368bf7ad20f19cc4812,https://open.spotify.com/embed/track/75UMtPC77vqKRwfSuYuNPO
763,Jon Pardi,us,Country,m,1,2014,Night Shift,spotify:artist:4MoAOfV4ROWofLG3a3hhBN,https://i.scdn.co/image/ab6761610000e5eb9ab434ef1b8d8aff5fce625d,https://p.scdn.co/mp3-preview/d12e787de7bf7077ebec2daa84f5f285b55e9011?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27314d09c1ad67f2028764ee0f4,https://open.spotify.com/embed/track/0bPnT6i9H1p8Vd85GS6Z7I
764,Ozzy Osbourne,gb,Metal,m,1,1981,Crazy Train,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,https://i.scdn.co/image/ab6761610000e5ebb5b52f7e13f720c7a4856306,https://p.scdn.co/mp3-preview/82413173824c77d38be0f2db4456ebf289d12f05?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273475ca6e5c1ce0ef70740c3c6,https://open.spotify.com/embed/track/7ACxUo21jtTHzy7ZEV56vU
765,Kylie Minogue,au,Pop,f,1,1988,Can't Get You out of My Head,spotify:artist:4RVnAU35WRWra6OZ3CbbMA,https://i.scdn.co/image/ab6761610000e5eb8fba8ba5daf99cad45ca354b,https://p.scdn.co/mp3-preview/80a42bfd505424a41c3e43b66b4e64571e36d49c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735d6121285c42ea4535e59048,https://open.spotify.com/embed/track/3E7ZwUMJFqpsDOJzEkBrQ7
766,The Jackson 5,us,Pop,m,5,1969,I Want You Back,spotify:artist:2iE18Oxc8YSumAU232n4rW,https://i.scdn.co/image/19f768d93f6c80f7d4ca5b906e1c0376a3704389,https://p.scdn.co/mp3-preview/504a5a3f9e28a41907c91d82a811017559e3c0d4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27316aaf05fe82237576a7d0e38,https://open.spotify.com/embed/track/5LxvwujISqiB8vpRYv887S
767,Normani,us,Pop,f,1,2018,Dancing With A Stranger (with Normani),spotify:artist:2cWZOOzeOm4WmBJRnD5R7I,https://i.scdn.co/image/ab6761610000e5ebdc6e85ec0f93f5b2cf475487,https://p.scdn.co/mp3-preview/b7569664e112640a6125846e25340f3c8c2cfa14?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730d1f3930676c34a23dbf5c46,https://open.spotify.com/embed/track/3xgT3xIlFGqZjYW9QlhJWp
768,La Oreja de Van Gogh,es,Rock,x,5,1999,Rosas,spotify:artist:4U7lXyKdSf1JbM1aXvsodC,https://i.scdn.co/image/ab6761610000e5ebc9ea82332c05d870ce3cfe6e,https://p.scdn.co/mp3-preview/781fa06f34e6b34d8c306ae1a8a6de5bc654598e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730f1c7d18178dc43bbb8fb634,https://open.spotify.com/embed/track/06p2Ij0lXD45LODQDCov0u
769,Liam Payne,gb,Pop,m,1,2019,Strip That Down (feat. Quavo),spotify:artist:5pUo3fmmHT8bhCyHE52hA6,https://i.scdn.co/image/ab6761610000e5eb6b873bf2d3bc2ed6401325c4,https://p.scdn.co/mp3-preview/f19671ddd320a8837180f4418aea197d2e9b0fd2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273373a46efca570f83dd78313f,https://open.spotify.com/embed/track/29JrmE89KgRyCxBIzq2Ocw
770,The Fray,us,Rock,m,4,2005,How to Save a Life,spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK,https://i.scdn.co/image/ab6761610000e5eb09346c91165702351da32f07,https://p.scdn.co/mp3-preview/30d90238cdd10ea0a938ddc8ec122dabb87ac035?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27359b8b957f164ce660919f1f4,https://open.spotify.com/embed/track/5fVZC9GiM4e8vu99W0Xf6J
771,Dido,gb,Pop,f,1,1999,Thank You (Not So Bad),spotify:artist:2mpeljBig2IXLXRAFO9AAs,https://i.scdn.co/image/ab6761610000e5ebf36e7b59cdaa0df8bee8e63f,https://p.scdn.co/mp3-preview/90b0c56eb3bd187d09a8ad612eb4049447d056ad?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730aa08f8923434aab06e43b37,https://open.spotify.com/embed/track/09CnYHiZ5jGT1wr1TXJ9Zt
772,Alice In Chains,us,Metal,m,4,1990,Man in the Box,spotify:artist:64tNsm6TnZe2zpcMVMOoHL,https://i.scdn.co/image/ab6761610000e5eb6114a63659d0d5c0a801f733,https://p.scdn.co/mp3-preview/e8f64bbe777d801968d88d492bf2eca9512eae55?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731f829ea9c2c7ffcec1a3c857,https://open.spotify.com/embed/track/5sFDReWLrZHLFZFjHsjUTS
773,LIT KILLAH,ar,Hip Hop,m,1,2021,Los del Espacio,spotify:artist:1vqR17Iv8VFdzure1TAXEq,https://i.scdn.co/image/ab6761610000e5eb90076723daaa3dd91eb4d6c2,https://p.scdn.co/mp3-preview/5bbdd15509b10d1b62cf5aa43500255754e2096b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a,https://open.spotify.com/embed/track/1Hs1uUl8o2VtDp1DABFq0O
774,Brray,pr,Hip Hop,m,1,2016,LOKERA,spotify:artist:1GKIlPFdcewHtpDVCQ8zmJ,https://i.scdn.co/image/ab6761610000e5eb2c7fe2c8895d2cd41e25aed6,https://p.scdn.co/mp3-preview/813097c99aaf4f5dc8a62011118dc42e5423a9fd?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27377ca8a929a08890cb6c8691c,https://open.spotify.com/embed/track/1aUq8rjW1EwkAkMri4VfJy
775,The Smashing Pumpkins,us,Rock,m,4,1991,1979 - Remastered 2012,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,https://i.scdn.co/image/ab6761610000e5ebbd85f631779e65b01349d747,https://p.scdn.co/mp3-preview/5c2f38c90920f9d3db3784bc0205cf24ec7a1abe?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273431ac6e6f393acf475730ec6,https://open.spotify.com/embed/track/5QLHGv0DfpeXLNFo7SFEy1
776,Andy Williams,us,Pop,m,1,1956,FIX LATER,FIX LATER,https://i.scdn.co/image/ab6761610000e5eb5888acdca5e748e796b4e69b,FIX LATER,FIX LATER,FIX LATER
777,Mari Fernandez,br,Pop,f,1,2024,FIX LATER,FIX LATER,https://i.scdn.co/image/ab676161000051748ce18d08d26ff94b4002e642,FIX LATER,FIX LATER,FIX LATER
778,Lenny Kravitz,us,Rock,m,1,1989,It Ain't Over 'Til It's Over,spotify:artist:5gznATMVO85ZcLTkE9ULU7,https://i.scdn.co/image/ab6761610000e5ebe0cf058473839f1c9f49937e,https://p.scdn.co/mp3-preview/aca4e0d4898b976502652b94b71bb4a73a8c06c0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bfc19627a4a3a604c0a195e5,https://open.spotify.com/embed/track/6VnpKLtfNH4Dk09YSGPSyR
779,Fred again..,gb,Electronic,m,1,2020,leavemealone,spotify:artist:4oLeXFyACqeem2VImYeBFe,https://i.scdn.co/image/ab6761610000e5eb69eea22d7189af21794f3043,https://p.scdn.co/mp3-preview/154e06b77aed19154a2b3e7dcfc9af91c74f4433?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273caa718aa1278c4016a17bc05,https://open.spotify.com/embed/track/1PTWicTyEUeYeWq4H25a4N
780,Tems,ng,R&B,f,1,2020,WAIT FOR U (feat. Drake & Tems),spotify:artist:687cZJR45JO7jhk1LHIbgq,https://i.scdn.co/image/ab6761610000e5eb3c67a8b793f5b3a9d52a493f,https://p.scdn.co/mp3-preview/38e12dbcba624463f1a360afd5dcceaf281b1ea5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,https://open.spotify.com/embed/track/59nOXPmaKlBfGMDeOVGrIK
782,Pnau,au,Electronic,m,3,2005,Cold Heart - PNAU Remix,spotify:artist:6n28c9qs9hNGriNa72b26u,https://i.scdn.co/image/ab6761610000e5ebede8cb4558f41d638f13dfc6,https://p.scdn.co/mp3-preview/5bb43ccb964f2aa3975e18aa66a58e72fa1a069e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273523458c391fe8180a19a1069,https://open.spotify.com/embed/track/7rglLriMNBPAyuJOMGwi39
783,Pedro Capó,pr,Pop,m,1,2007,Calma - Remix,spotify:artist:4QVBYiagIaa6ZGSPMbybpy,https://i.scdn.co/image/ab6761610000e5eba787c42c166fe07a97fca775,https://p.scdn.co/mp3-preview/43ca7df5f162a9054ea0ec34240ec4586a153562?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d528ca7f3f95d0147a63c3df,https://open.spotify.com/embed/track/4U0JLGFHJpEnDS5w8F7ngE
784,Hombres G,es,Rock,m,4,1985,Devuélveme a mi chica,spotify:artist:60uh2KYYSCqAgJNxcU4DA0,https://i.scdn.co/image/ab6761610000e5eb75b47b1df7cbb577259a0c9d,https://p.scdn.co/mp3-preview/a19cd9a573f7649ca80d15975a638eca0e86a732?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734bebefadddafd8c9e20a8c35,https://open.spotify.com/embed/track/1Wrzhfa5bNlqvsnCztz190
785,Mother Mother,ca,Rock,x,5,2007,Verbatim,spotify:artist:0e86yPdC41PGRkLp2Q1Bph,https://i.scdn.co/image/ab6761610000e5eb61493120c1f08589dfadf9a0,https://p.scdn.co/mp3-preview/fea373245ffd0829fdd9a5d54928ffab7101f8f7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734f2dc51d1c8453753af90ad0,https://open.spotify.com/embed/track/266Vb7ItE3o1q8HdJ9QOvn
786,WALK THE MOON,us,Alternative,m,4,2012,Shut Up and Dance,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,https://i.scdn.co/image/ab6761610000e5ebab9610e36fae856c0fd9b46b,https://p.scdn.co/mp3-preview/4309fadd9a0d573c1fafcca507e024b3bb51266b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27343294cfa2688055c9d821bf3,https://open.spotify.com/embed/track/4kbj5MwxO1bq9wjT5g9HaA
787,The Temptations,us,R&B,m,5,1964,My Girl,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,https://i.scdn.co/image/ab6761610000e5eb3f0f76df1047720f2e57fc35,https://p.scdn.co/mp3-preview/a5537fe5822851b3f11b42000f94cd6b7c75ece4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731a5b6271ae1c8497df20916e,https://open.spotify.com/embed/track/745H5CctFr12Mo7cqa1BMH
788,Electric Light Orchestra,gb,Rock,m,3,1971,Mr. Blue Sky,spotify:artist:7jefIIksOi1EazgRTfW2Pk,https://i.scdn.co/image/ab6761610000e5eb6ee22df4403027ae525ced87,https://p.scdn.co/mp3-preview/2c3de8db9c9e07197796cafd81adc9eae8b3a25a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738c4e95986c803791125e8991,https://open.spotify.com/embed/track/2RlgNHKcydI9sayD2Df2xp
789,Soulja Boy,us,Hip Hop,m,1,2007,Kiss Me Thru The Phone,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,https://i.scdn.co/image/ab6761610000e5eba0b85051b7e8ea8c9739a87e,https://p.scdn.co/mp3-preview/2c5aabb05cdff6eb6af5e3ec02b04f8dfa7553e4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736aef62bd0a60aac7df9a9e37,https://open.spotify.com/embed/track/2q4rjDy9WhaN3o9MvDbO21
790,M83,fr,Alternative,m,2,2001,Midnight City,spotify:artist:63MQldklfxkjYDoUE4Tppz,https://i.scdn.co/image/ab6761610000e5ebfdb74f864a7a2cca6014a8a6,https://p.scdn.co/mp3-preview/5aa3429867af2283925c942e7051342a464460b0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fff2cb485c36a6d8f639bdba,https://open.spotify.com/embed/track/1eyzqe2QqGZUmfcPZtrIyt
791,Veigh,br,Hip Hop,m,1,2022,Loucura,spotify:artist:4YqwRbMLqGHRHLS1w2ZKse,https://i.scdn.co/image/ab6761610000e5ebe32110a6a91105938bb4e026,https://p.scdn.co/mp3-preview/a36cef44fcf52cd179de48cb46765cece5def17e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273934f0334be6f359e61f69ceb,https://open.spotify.com/embed/track/4QCwvUs4ob87Tq9VP07Uo3
792,Beéle,co,Latin,m,1,2019,VAGABUNDO,spotify:artist:7a0XAaPaK2aDSqa8p3QnC7,https://i.scdn.co/image/ab6761610000e5ebf6e9475f35ac89f7b60761b4,https://p.scdn.co/mp3-preview/ecc54018d0e245f8cd178c40b2ff3fd2d98fcc0c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04,https://open.spotify.com/embed/track/1MB8kTH7VKvAMfL9SHgJmG
793,John Newman,gb,Pop,m,1,2013,Love Me Again,spotify:artist:34v5MVKeQnIo0CWYMbbrPf,https://i.scdn.co/image/ab6761610000e5ebdace8bf652b063de3a0e343f,https://p.scdn.co/mp3-preview/c365a8e8a924abb07e124ee51f0b9983fd61d157?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c31ce98936c6c5d0deefe978,https://open.spotify.com/embed/track/5VSCgNlSmTV2Yq5lB40Eaw
794,AURORA,no,Pop,f,1,2014,Runaway,spotify:artist:1WgXqy2Dd70QQOU7Ay074N,https://i.scdn.co/image/ab6761610000e5eb1cf26a96c2acfb260495a187,https://p.scdn.co/mp3-preview/f9be6616bc1385020240678b732ee8e7bfd4ba41?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273009516bc4f16759f46ded073,https://open.spotify.com/embed/track/23rdcrD0Eky4vYn2TZidxJ
795,Goodboys,gb,Pop,m,2,2021,HEADLIGHTS,spotify:artist:0e2ZvvsvrrF9geDAkQupVP,https://i.scdn.co/image/ab6761610000e5eb254813ed902b4da5afcf30b2,https://p.scdn.co/mp3-preview/4911206a109c26515570e974bcb0f793a267e762?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731a7bd801ed0909b0acd8a0c8,https://open.spotify.com/embed/track/0aURQWbgYH83Jd45ih4lOG
796,Sin Bandera,mx,Pop,m,1,2003,Mientes Tan Bien,spotify:artist:7xeM7V59cA1X8GKyKKQV87,https://i.scdn.co/image/ab6761610000e5ebc013c0aa8fcc3e50677f5544,https://p.scdn.co/mp3-preview/9ea610799b8fc4d83f135daf4b63a38e70b44e09?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27365ad331cf7c3f45284ca8a39,https://open.spotify.com/embed/track/072YgF7J2clpY8DsWOpEri
797,Mc Kevin,br,Latin,m,1,2015,Help Me Now,spotify:artist:3B7QnGvog2Lwsqcnk3jNlt,https://i.scdn.co/image/ab6761610000e5ebfa82d17c51271dd9b3216154,https://p.scdn.co/mp3-preview/494924cd90f6172fc06c52b55368009783c6266e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27358524f9eb048c438245eea74,https://open.spotify.com/embed/track/499kxfhSe7wPgvqekb9i2f
798,shubh,ca,Hip Hop,m,1,2023,One Love,spotify:artist:5r3wPya2PpeTTsXsGhQU8O,https://i.scdn.co/image/ab6761610000e5eb8f553f96d564d1005a92d131,https://p.scdn.co/mp3-preview/be1d9f0a2ab0e4e1ecb330fb4689c57873d64be0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d7eb20034ff1c7b7bb3629de,https://open.spotify.com/embed/track/5ZLkihi6DVsHwDL3B8ym1t
799,Nile Rodgers,us,Electronic,m,1,1983,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],spotify:artist:3yDIp0kaq9EFKe07X1X2rz,https://i.scdn.co/image/6511b1fe261da3b6c6b69ae2aa771cfd307a18ae,https://p.scdn.co/mp3-preview/9b7eaf7fb5cab29251df52e9a4f46fad14e29aa1?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f,https://open.spotify.com/embed/track/2Foc5Q5nqNiosCNqttzHof
800,Beach House,us,Pop,x,2,2006,Space Song,spotify:artist:56ZTgzPBDge0OvCGgMO3OY,https://i.scdn.co/image/ab6761610000e5ebb3e38a46a56a423d8f741c09,https://p.scdn.co/mp3-preview/3d50d7331c2ef197699e796d08cf8d4009591be0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab,https://open.spotify.com/embed/track/7H0ya83CMmgFcOhw0UB6ow
801,Silk Sonic,us,R&B,m,2,2021,Leave The Door Open,spotify:artist:6PvvGcCY2XtUcSRld1Wilr,https://i.scdn.co/image/ab6772690000c46ca3ebb27ba9a55044f32af6e1,https://p.scdn.co/mp3-preview/2f06384101ad1a5aa6b02f6fc24b59789c2ab54d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,https://open.spotify.com/embed/track/02VBYrHfVwfEWXk5DXyf0T
802,*NSYNC,us,Pop,m,5,1997,Better Place (From TROLLS Band Together),spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,https://i.scdn.co/image/ab6761610000e5eb9414ef07d0ca697726912df1,https://p.scdn.co/mp3-preview/37ad0274c567ac9b6a37c22acb530234f17ba665?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27300693a6a40d04ca03bf155cc,https://open.spotify.com/embed/track/1bHnRc60O1N0l3PbHjaKyK
803,Tom Petty,us,Rock,m,1,1976,Free Fallin',spotify:artist:2UZMlIwnkgAEDBsw1Rejkn,https://i.scdn.co/image/ab6761610000e5eba56c2e176f0626e2a001431f,https://p.scdn.co/mp3-preview/89d8726db64aa0dcea919467782495e6fd1d2034?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27336572e6726714544f5bed456,https://open.spotify.com/embed/track/5tVA6TkbaAH9QMITTQRrNv
804,Dei V,pr,Hip Hop,m,1,2021,Narcotics (with Bryant Myers),spotify:artist:2YRyPiW98bpkARAS4B3OQP,https://i.scdn.co/image/ab6761610000e5eb9679ac0f2cc1c4b9bdc0475d,https://p.scdn.co/mp3-preview/e25a67889ec92542a0df085816df572d3eac7554?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735b8ec2b9361e0bbf841860cf,https://open.spotify.com/embed/track/0p0cOpBujR114Wirv5AM7W
805,Of Monsters and Men,is,Folk,x,6,2011,Little Talks,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,https://i.scdn.co/image/ab6761610000e5ebce5451b5cc60faf1992e969a,https://p.scdn.co/mp3-preview/e94175a2d40b0ec7b1ac4d6ed613046f8a7f8d4d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,https://open.spotify.com/embed/track/2ihCaVdNZmnHZWt0fvAM7B
806,Zendaya,us,Pop,f,1,2013,Rewrite The Stars,spotify:artist:6sCbFbEjbYepqswM1vWjjs,https://i.scdn.co/image/fba29219867535aaed72b65c2cb363040cb98103,https://p.scdn.co/mp3-preview/b59e1bd5efc1916ce39ce03f67dbbeb15ef62fc0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d44e723b677380dfbc899bcd,https://open.spotify.com/embed/track/630sXRhIcfwr2e4RdNtjKN
